# GKW transfer operator: certified spectral data
# Operator: L_1 = S*L : H^2(D_1) -> H^2(D_1), where L f(x) = sum_{n>=1} (x+n)^{-2s} f(1/(x+n)), s=1
# Galerkin truncation K = 1024, matrix dimension n = 1025
# BigFloat precision = 2048 bits (≈617 decimal digits)
# Schur residual ||A_true - QTQ'||_2 <= 5.715071e-317
# Truncation error eps_K = 3.2283113854217297e-180
# ||A_K||_2 <= 1.0975592327426908
# Generated: 2026-02-20T05:22:51.173
#
# Columns:
#   j              eigenvalue index (sorted by |lambda_j| descending)
#   lambda_j       eigenvalue (BigFloat, 2048-bit)
#   ell_j_1        spectral coefficient ell_j(1) = <P_j(1), v_j> (BigFloat)
#   ell_radius     rigorous error bound |ell_j(1) - ell_j_hat(1)| (BigFloat)
#   eigvec_radius  rigorous eigenvector error ||v_j - v_j_hat||_2 (BigFloat)
#   eval_encl      eigenvalue enclosure radius (Float64, directed rounding)
#   proj_error     Riesz projector error theta_j (Float64, directed rounding)
#   M_inf          infinite-dim resolvent bound (Float64)
#   circle_radius  excluding circle radius (Float64)
#   sign_certified YES if |ell_j(1)| > ell_radius
#
j	lambda_j	ell_j_1	ell_radius	eigvec_radius	eval_encl	proj_error	M_inf	circle_radius	sign_certified
11	3.45165461638542533132479591394783868805269215908520863117630191043309955921228709714913910149360979683777889352937709691294486416378755451372034382178550359641340471109493248313380619386803388352820817902687171448923416139277084263418916702395860904318585654814694896674621080109272636270170828512202784907153538214827366663800514639398165283128486187076536540529916139924452718884404699892274091698722020708625185379956724634552490898347614752230657474886867923778992863663270764217357729556414755375860922172360154770602285112776653745996071085928380581542558442290070993907238969550706427559442212929109621581555885e-05	-0.000165067361989440195196826101840396204039282041338354490088187826947278809928992646884875549628702298643757023375769898927125771568891695060491684421784600821979864281094001043881215175106919771251766311255403366474285371342167604169365927479380527995546141557669432321951586907219890916643536188080570222068179432295742504808395342986280118680018230848423441002365199818108809217078875694959090094938101657985596732716793344555861375182110187024735310247520144363885202824675761214211118235301216592013895013761199571769407141124981744449810358386573391297303146841557410090805440200016126979940000623063415034563788642	8.57462200870141086421745500565445720159093950296133712987962769140813998061244717412059553326993827100344022745966555305955772395146458211135798718889275906144153080555751842139002859043731428563680467577590087208044548645597816392052546994562958648376304586289817235368005957330061334379953358616089425132384377741018799858656198706960390024489433256018706561124674513471840560120902296385998178447501156083599652715748058673811511362672733207708709875914871827246189634526212769262184716374284776822540481529696466185195150931283960360757248349992233326109262983449234249040783588701922557038190089393024230224463292e-309	1.8196554802247365134562937596115462589240634390772766593392665899947562814202409539149620767079336200688637016235042613397447034063938354595540935322874941899243842338348639661592516202063076160726356031399726884899902485075343677172538977722472190028005514932731767100947669879834899738583423982671666138102056311153121386330093394422378947438881299555035152313724511542738310800910431130613483425597138803908757721118874061359684662793097355213566474320377166645718168641396904417162930740878861221355123221591945949933696994333058990985669846340811614803384676742794036910832946128571392852263521912563300601288297e-310	1.2022162116861925e-171	5.476771424234038e-172	2.216975755113569e7	3.4516544443341263e-7	YES
12	-1.30176978770230305864019406353768610783385127922317862176727558675874534305648732322286639265239973295642618311543855561407758382394785748588656076347297410256587551150065871263696633889023549507884275870136569849433333279131438828234931877981268622002947301870592824568682306892530741674427628945300294552579920687850651389124880104460650506364317806699184472047082292537492544440874503209136646699380607455926112071436731206073194291205653185807517038917850165970817064754475527713240250846972996129905232440645202778749045243215135210216644168066166489584139393494915546945034213828167739643775904909051279901721266e-05	6.56291175639148710872664008030047617362456278167575094254199893610256426610887464029049540278877051531369644079973094515522530087171884755020591966615834431176879335529523506375527680866322866037247423124040383965564916104644621218555802798501328561167560587351548201606301136096869191301656992040671645675121986845952026543830805464712402880643718127658488683034479033673041804287079696027412883126202986275899964559271843790244667956374979066860866749876179946538138137138424237686561974381914868165074018664367957536567800080890253247240215754369440048190378540583115164209352698853435824820742428460125370224116779e-05	3.90272900801561206026094548360443402989647433368785595196440192187856754656944104705951111656263862994700491844472256806350383166901811133203990315983016006150796451369085197731134624934525027916956601829485530427499802609538187606781499072625142992877395828233896505359130652864426114067281802172654710893953387442733950319960683221676780768158549894286500860702671393382899949420657381925930759909564263549346093955641418047820231429568261157468291820292525089513032634984267662793340017601629755697946382030800929507301853910173049675546466221714829174354376511381473429529236369473886824726345436051882968201615967e-308	6.32279673735953971255241231615671602058974954017367158371078948638020085879556857842454773881773575127561943802629861370702647023955894974016677518900624833513504870902777734097622264913264471439046976723208013471889108345160904904080926717695605315078506450885783124249183269758014188792412624137596567114692844591932237931462418669233339854066265286482162537856366231657168886381311062212193335814541978065886857822142071729324658465124833567018077019429159372556445288560774093649650875259901578262521303240083746389823888439691187953540215196105838896901181653384172943835434246078473903595626612363060833010212513e-310	2.9729792411630304e-171	1.354359359041398e-171	4.210727335054083e7	2.366160805158188e-7	YES
13	4.91678230246449125546106380230808090306692239457191153185557424163147038792237620822660516676188046466240507321552590048971556750439431074642994826635543498374066883015538231084522627880732236140127892714661419766298912944452981565874937757994775688166861981088976784688321616550043307642711185150197937597140821354725162141725795345837436685195552337418517789062472835099960594377826452744185343142783039004745167494098509112271658180305961533979222690850432625917565888688361917988549107937698992105577097652510286179534599233624761707361185294017550612640876382191655004379098826767386454659226530311494892372584018e-06	-2.60097167432891678271244861036154235218669900070242504324105567905135614977759204798022743449512192831253478740045065127798136978836477733877767845475640631176412799439356003693929963597160960050883859597066514485272299718005717773448728492329229652785325205566521136695887515632607420030320012864580376902474377560617031341127926668626662902844042080980141383860377522778759088577309455072488343679032508640448363101733688932919131180172092559166410575615310235311153680271749133072373619472108357143112084206134342249096350120451150064967348098222199284574808230172167137445786515253042774026395623262514659667234876e-05	1.78198276587952493122462161740611725138301635397096416043820553656693001597234323351454248216901562497906834981033462908532919220282033180904948727713052110874317537215639570318186279258677686807714972882964077373135151599136479627364021362969726317608046143665772135236673973906208853913955567540232990010006935485388827023169545395262313351274171949385826772970161689012899499053119555825392558869714139884436305953576713924943232111705234672605539791203030659281354906788090518472775148462374671996969406588892306936130794647008956299856934882741329431996380556071443570757100755912644882162099323675285970827786422e-307	2.19878779587429881865170366354713750384775674237698139040870696577249456651684295106276969393002428461818433741085280790661090041133052218371286858454166342192797799241505989114049641747402666556226335946788243856848620241856172802163927096895414227654156410772863819579604653193491536970086162391443186583785661161284082183721159986479744790385085922280503246363086247825243768562416341810351649723915807624429092139952692257520127794675462222213203234210701914700472082830747622709379042420226322644976180827821250350518410842901319829972249870718726661970696371290681931331848625176025301342036187905423885682532342e-309	2.934887438103516e-171	1.3370063989809524e-171	4.1836650397983424e7	2.366160805158188e-7	YES
14	-1.85930735150904238198606749148557667472632299235730485975619416077422524636771973143272049131802036414045244056390579946880291570094061333440063989255362926925657124215692871560909463877300709989248915726040088888099879999350300973741081881963500282434110030725127878419226786693211079312253927798873540071813514195853597588382515620071067136672826453567165059246919172925984266954942250148563185937336882137226236722464256857379554627192911321764144967043526580861714449510331811338381730957632309804906660837905494710125601003045782075956693233662684904703406432413756258557912490680810286270317050437186372203813796e-06	1.02798813808483456276881574554243642436421645769536013500710224886170639009601096419401928738537205517291780040906883592047086866787905792883719621924404069305066103322259570506991532132022924869455397017685696054834183618715587931071582954157682331040567331443474695454483722154513990455441100943540559869667425227546817903004718786474734608076407205207820655646253060677638080977033087905307399074644773303043607842062058597828073668244445867162905830836857395534418719663666709439289429790982185556731137929907336936498983154742158400594471061199571650813668496145439908263576095876020010354157708357404054305617531e-05	8.16271788930402024916346414014978186693171698113165973997410719295240463892756851288063125177306385691289554127126693268219190899050256715817432402857300233593026386802273391906980364254157627008587494013654719565114885316091373791625697422845641930221463819411622017771663841167588337308463775015238654795456036511796831035573371001392311107293309641556430896333363080116375152971891430277386036016413722033672542322090753966140511970171560815696437294783159057135091929225025288991646162689559152150370019667795339992295583002511758708137875899004897620229029304851775410813321039829542335778797030836007264173782829e-307	7.65386572257796911504197238640115963450676904957310979440545442096879873559221946255974628367406924204695409532792325048561022536178215494955727467159473784068487450692108411073095999280576475067985451085928284527366216341555023381466741926699480114511249725049966723686710821060135705323735562718632542117489169935748288726364229451737202959964717717615478586119124700532133335456504561466956341617044065617092950652362363637576426641107744636396517102060414613756008692305559713481154931449991553426796734784961846993900023720751821226329274108933315592599969558472006703215607610346975621288577931803628219057951309e-309	3.018036708602901e-171	1.3748855712474018e-171	4.242515524621837e7	2.366160805158188e-7	YES
15	7.0381134308703980924645158747282348036816121842756817519514954625030055597634276234264364029814622862749603615871880714725324333715791639682678256331313208239897508718467411275780619248752540858123700856707085206919269448906410056713324386838439301231633632807003744450214993340194344825505910268764649150563795178029078063451870886326978661767590664809593336419382116160304841727695072430850104547043837374348150997221016704236104273791768447028983242034069681118573814296975556122875415089626776999832463953571841903997475789509195937048845507165425460876843468905092257945228878168778530462028653109183922335409401e-07	-4.05340297027246157074687886695828165939060425556029523510281296198244685702361104366589944203382042415977783588677296396699122647827385632078951136548147314340319127089858536573014397609784733632351644857690102514502278588999834726887180855517587872981469799907881505710869160818120887776408041958760117592353923478498640282959058779761084458199873927411972426212475752157834387635973812917539379311098213382453218091887195049938518545936218503356210941677172700607868261109650181576915681741838266564601150091223239779967025688878475539729605931956370588185774956712554712257062835866998410502505752758723852811652128e-06	3.75043475302811360790031280040795000637347937598543245434671549741250340497622637702699990428599256341144411228183988584937358025751064573371260093289165718006714279855319194168210005434619203665738841555164790180570299445927807911129907085429851402180590911770996379652374425509445083866549145011338025876255484994253417138617336092919635689520387934322431291079692037431015389742173519905764637108816349843648691115526586672238332558551722873726115945788050034789705496056214168756023812792606136590246865145095726114259661021478284183224188075998149780273575348808989546203564388267985407460386631242094213689640224e-306	2.66691099557034422575201122772056724694957620629688676385852047037568523853951602450596412226392064199267449327501922966092878209278120293281076332565303353876771931362695022934360447482711027126770345290487126234473235829670084460758437753141910838399421143906545149998436495787031419571117258006437985103782228006444012241219052178326567945093112044541835157135387441145265050965650154237197363041209567914403734845221787551552398982476211840913487719578298789033170675486438491997969986492952685112849636549351713998664063108175381840548618393241340013514603890885192928580526232178313488916589883099194464742469124e-308	6.799505392278335e-171	3.0975573737641194e-171	6.910564809768473e7	2.0091707773504014e-7	YES
16	-2.66641343447956406171434243996502090069709651990384435705396875802753283024680673498656936822928809700185741033673313341269564810972316572589518755247055764614882561103114181197242159574873805558720325973681462906499860349981921434608612961232618389366220089575796432143814496541305672365641327687343187008049786448283743148691765101032722737423228888300060350713626122599344891415129037640745567646770454152832955982828291003059155497004375168523144107176739250376854322159864815312409324942690423647054697784594416175341395660528989566550936143519507518620515124364536134883136680413805010643398752336460393621328153e-07	1.59501183990722493169204221259138622064027661627632375431523007833047494423720828600408999985466201923233965057068214932015666995041223789979501418247649182656733438774636731156325792439765415112750719104143712118449385299445761702649810110910901155931998442120342376350683634909715702259003658468373106627231976114568493189441064490993845176980735368219514191875727222794994111489568380109509523435491940747517281045630903556460375227889640156484462459356604744797118600840387657525023150085818103456354098500944943699191939731270406929604097390684465150726450043592544086990927624875686591845328192812754773105833427e-06	1.72792012962526409700745917137005910443840865589463618378196189783330690139219442052190903557355865681762878038981114517918411373019402206831175975673487789771861355547939085718412337544746433446280926143693709152914187567552086012939706615808183241115873862409940239414833108825954268861565835126224901357401394907595439147245882428616412977254815959754701335486441072900044188746942735907407584230311249288385287247781841879792136140887843158305125511048420713338068675574371383728391374942015132822980561508380348140601550891106926629142584805293599389434793622998868467382852994658345629227091451996494417155954534e-305	9.30127797100618198798688263570110750566729320664380287520782983210381821871440953855162210503687506181898122205914557177286648136025235792034069438761581550050257615396542836278651426258249698434144950882257680423789000878467450823496411547304180855128604939213897120702982633370020657310071578058679961840053344993813520129152495862661414377057812710296841711507236290190492181421873838908037283195940894860301049962482234277289496872343116001653916755606923271153737989624303767785854858346375885490879064399231524737567690259854744890264585700295626815268035443518265133231003810311661252773517335124128222321620972e-308	1.7061568909256267e-160	7.7725048454201e-161	1.4523215461468717e13	1.1414582274884543e-7	YES
17	1.01090553221499246944625165929681012050455332075592349422077077137268900914736421391199221057782774721831991982298652339792971572420389924177745701940824526075982481523513665508007655913513376310042127499659015755822882941412496524292108506915222376130267787031759529413064725620371736685060541539384703229593016351531815898163881071667406549033988380193932834359047710159556859856918329353195012396753808526725637759234036887211599425315937985724053197988932911591719195538897102579288851009544278130716181160969620485346715193147527799087733692928831820873822340272226105672936789471755619897747540369508834633500895e-07	-6.26511706515094698998059357830280286726320410894587834631610374146023916392737927212282643767987900080582696342407536385817325934040211005619635439161141300763760020842819772275698670315729150710895630702447735263041879469810188952845195681126990364730140007533021944470131489657927853342200058365863648208679769987869075446371251126292376393125924146516215582291127914441490806125215752053861356742021838928829713102350784053474983912198530178962386305165441227097453151316906716404504593759378292594920707377151490094457992161932796698211204321212067395327519582378195280305760604867008685744667272213339169981916046e-07	7.98051400515499944519365896728383963781076658692645517032596000924686974411791233367722964430908710189698972059305747378269182430388656445801138900271556533790546493226273664515454450016151714136843994789523156546153387782120073892262481895326586614834837268461440006358200097187021523724227333897784806291157049962622765572390583728405192969032077294397452376338496402564147667226632076089065972558216938781911998895500483561478378316456229913359386817287737638276274665073245122024958642784752741615454188478951449774905709774162599411956892549032286330983074423008737141336913932913433617398994982512815225664772335e-305	3.24673469684355751417388123223442651131947399208026705146048858995243260258066737608721755484993300572829292595380813201513338102132437088494309107804767477244174613093126600252255793972428795350749345416411138027370056118449609303914281279197467502283449179621184403373086680713865077095400191393213832258167900437390860103344944901022685675337884070778847623541272595539331149802406886166810766913713444285741422912319839470750006129886284832179008928642913990789679591978810279060016305994894343380783574592392114818068016439398449597111652053940176776727461585447736074000467705631902756195901412956292940863040314e-307	2.9514633571062916e-159	1.344557664432779e-159	9.811210071914203e13	4.3267207417410805e-8	YES
18	-3.83496979502656472706259498561024363508693920422190869537232747304917784425754533069634418466358705065671769508181042399924873967394007353499498664583828598126511611389571841551040282956534565635032517836108686248111726886812753243392035905711255259748490300694961265233525825253289420485053682456583401796032761638237636325944589244113881150278127604234787418466531178303088824363847932395445952189058729526084728285933014428884776265551259863849330744065277455539589504088340402257893063774868909981689933328566528327256588634452851498943364096452669393223766629011681805282143817935199691634867031096915693290301535e-08	2.45700158169346509692170116932132434089022069625771210368398266036690038359950473456573467627541758294229911278186807632891853617141307462733355555979679268120650578104810531785558807981913958415442347796632347631915942557429620733668496115369521683254165378110895464403274313861074778237383601725128220016012882624988414264666337646722351081233995360028919625970476326403884005879915606655547803057866996217283156354680980348292410471506646372287351814161751972808975252327339506796664835389989721788733313842928888674101200939854314179539613401311763622701453394940337474336232687723455402686747821264341873171729814e-07	3.69384316341867539153116247066723944144813893257739007678005963669349914045957099009005802646433011691939681675417358298137913910934657844288424620793868296845244141816669852547554901701372946678505550074454647071302298611604880397158896429601788539624416227994833583509219112248310622367985288344122247480560199384030744214097879286086894320809129448911805971218123934642059362769295363610391904096880352838671595622762234066096565048242526625849463323677303492242753191203934703910963714210528909684377685387871403974820589008856911983925126419039285744506645889269367809043549687198344551845551217203148001130960156e-304	1.13417911534206163714095604417193667813137950196373762700829678087664016486772161618718478300822210083803907372152637950314749094080025327688634012778850649163738394409125037373511162071314886845236209816430788570411800437377559223486020392078659570916804052355624084142153150650476447100270158634707336740219857081726644085315333346226567121216555110483408652626071894721487499360474878615563157358602664497011658359066446995481298372967477164840696096101369796001829439916993198272572613494654400529844859109936081432128328968690650024888144812202093967913206343773417506058590676312490226907141142974528463627497026e-306	5.105046161664446e-158	2.3256358332968713e-158	6.625440580838632e14	1.641106500613246e-8	YES
19	1.45561383866802305370728397061356814939757306186135371796419623889550720869473912359324511002920865481113185962575859424301476521889434247439443252856414063179041990702347028364527951334379880632685647937573527936517488785348098462048395825336108429872132239412416580289441625598331034893847417087531858344091425254322092424358410973482559996246231678209528229006765383426822761372339910003799158676404245863837085696453882502517654534303557946200385999858457801843066466640631309490735206381904559354664635821332110559379324927943562021691663367030549571762494228793085196476703635876196727545882095579567123290471296e-08	-9.62205238780812125955270009349043531695781831496787869695758115529130978472500907425908147954464553561727086881647444477948556865080274165090464176074836493409190958127576141773941427139103722176327636179128001317154751782074113235065917429018321464253278097665463291842700883318129378542416874065348818681236857898221655298806781331715802475200570754852271920273709718227916255598192830618112549180220323064290087747106196608507856146583222679187382511433590049086861706504489531127808747249761436213644541895107638606393280020308512679845623777702178994360561744116243262638642575715139451587769703938335732127686107e-08	1.71298532239742448031103093873494699370291032998199764104794134404302128315830478970496789940594329984422581770598943240929157956994716935327402630329971411179744208290583279417546024964274133092594443251725329079375800104146536812502480628955377373535340818497823633554038248739556360436254585147565434651988050320817461297802556180793920157047751822053659175838867976041341593425897250175661033333655049559863252969018206387301415220280941384622229764724492625880241477992334510007552180242107238011176716094886745374700456532074819457836753307816713447624549382679650238854296559663576951713503892754605112361676504e-303	3.96469152891521788321043429126341796661415997867439101841568090158870177413545089991666652929662873544446542844879215812284842215872233180434930877014266327835163533233698867822810885591922461007637496217656173361272819115894154361868167433166901099332811615902562918749140541563289161134518478782256920343239610614672354791003456390259952738326668261544896240712287350806023072800751729750246326305205324643565692212555481279677831636978175071314091504354085347288685125898625778011037885932051886246152769327970517928136201852506655072350586316006032694915650731916697307923883309434852722781907998176774921280961923e-306	8.8295470165205e-157	4.022355583696536e-157	4.4727466629972965e15	6.228112401854772e-9	YES
20	-5.52756793799760806048860801765727370277389461719887493165202632908765460713769487664184421554026247735210698344043869181798543500006998781245619045061307682254795866572311914504110224658089716037627995151400893874998364463737381446246633034592650511299078537219152598152504682861626557272010808530911497113424580567862851962751782521180815966887845022213080625539453434663607362104736026125657203160509376774565543212320456076901058719188784751974203592873442834796914470372501774868345001909818357866256337561946483303749060804722605700644941762633255616214786788011242915427022399632062057058949452137312471674222557e-09	3.7633916395167757780963570805111543030339107822827230222306395667012077374515250225381707143935526761496556228439013749850294132978338328634057492079420597487671677810812003947751369656830305085147354230825861994626705662608962798010847398215302503287483234803058381122727574025440540592036489314024346156302484216355899473588355832197143940788953601069578309005299617198825798294551449856135518502475606737814946004187787450442000542177513074987530076841493984202543615058177915046353084815104173815238006329288944663089008183419671988252949677387693661273178852484128425528275828241495982728967773630317867116560662e-08	7.95715349841881400573272771257374438672308694603472183231935100999126055398949170630171301188936977842962803288692309937793539501352252085780759320884093007279495891562274135602830674790811371157539001955637908876102803560046449694574970568413099128528861255398536845204617212250409979643728347255597290531240296049158075206868175174769185731380944486399584298244306210227258491501094846216209093231207345063409851628436585045389570764881725327937895951551547892837555463032957008727475880195770074772257485227354137288414431665509940312316987032606722565351573023816636421574634253150497421072264024215305053028034429e-303	1.38674317128476407694978369501472899016687299344682871163068089026821035810577304733781601073364928870431552301748355285879317529631756118732383849772753509344146243283566726285271081736225914772714995550689176252299516040784343030493726859478804214274889706303389114412134658662170305183511415205463111958657591346851362375788249801759244104028490361443005638344168943676905634948072904677519997653425254017690551945004154161648857355822617966092317114921813123346277303602914008916302669778858145030319894960839377418561711255111553488719196813514468415692117863903791221655599974719496956984358743180563790734538785e-305	1.5271402160899988e-155	6.956983142831516e-156	3.01876378781282e16	2.3647610848625e-9	YES
21	2.09991358297268764248798945279937160320784202256295409391211009086534591220064625998866891426097100099388855260502031927749523900770586227335952549265700544394512634293148723076607809180294448034762007933723377373562949902970310672347459182754227397149730913956974012219088084028370288555682826132041108466334174525621755136890882446774035901860522105547724645431355353697012665872210014656946982888353421279560798018519408025528277164484204960773380006489497896305662303335455462480873315663246788388239214874607143136078427593681169900019639696379003740451873600743697394533460233085347064291867249675576751540679542e-09	-1.4702613340820575916348679433448526162970933871490902186610514610702186497470324895534650041904740391876982326308893752590300457011493066968132394616400521128270613421354690779200965248719806775020177725797323452001829601542392041398465173878891817131515121767070768344858098567798076338265443986729989323810275717613092855642565652831728190157040334015297373152444279231026127660653936037680756742942236972459779162091411864476144842506508561092160657465838243858851764584276798677784848984904868051565083819319171837414504244198640134785210101344674557613194889158320389479363282800679648639381880201035762212266311e-08	3.70173999673990420779040565116398820211638321823101595814745098354926415147452878676656643429293100774190197650057078399951003723242620589406247367392273785563451202171792167375647984096556917169238220383980529815495918648567677969337048552434123817204978391811361405520952526603800961950201999331245458750614932468251669027664123247474413646293169299478757137199180637717800291845890873023204040838497264279470601931594624037628049786469006572761079173636353982494505876371544269569925030942478273494646344426470271517877800439206052803773542299863332645531923848346222599776960240555747947942919932377019612559149649e-302	4.85301738829356164540112735290552990522291565598700725709287830075761413688901539286506618254515899902468672546059449630070296338406197044183149317307825847785861126178463488430744147538440095379692297907881818309968296121351052889143492418468751952862950975825507385084532977386183102374487822698899739152457990843757401956881357064417238698922464958955545304102981104925033868461166888073736297015201399813602722977610890303227347787896012848929129489180268735714319083454177732330735185964415350230878562765085842403470589684286415744774313455736555904522657156719355363082789853729206496541952164485294664028771229e-305	2.6414529883890624e-154	1.2033304944227634e-154	2.0370554039617978e17	8.982636440312839e-10	YES
22	-7.98045768272019623539353572600879018253270117404686860296829157480168698859351538825932902311628306314951337916420043417650622116569246570872456792064453161392723369925339044506184573305191544808177265986394050276546287154034055969496790306973820218221324636901973039176258164844801924535352582415691845757111688010839812222766866025560832763332227142052158450435668968520769173147372528723126680003826990966967661423144558356357851510510977436627539159817192590736042896324707963251625623726109028594344737159456494704880082453918889091573164931231455236895185335345608404342833537865230756510561605700282349298446145e-10	5.73798579791060191841412698666384592903091078155211906623143366690527267135431041059456830973525482893535859785568352820392771343263851515516309684467983680564023059184949047880306466158946264492162128780245978416355433878825758398982212593553354133952095399309325851141021198044127300911814649490407126811198851344772443897401297119902572652220524298454312638219110586424935766953197882210156962543831571003331610703635322499028201204841283686794326791096278464909627625965777478877000302298341348178011564231213004281421171951118298474647691197602305033213848514229812474536045316389097911663642725725194769590331898e-09	1.72435209034727872113572836206487560381100976615215348945570557914884974281947443609895623903943731375787827209009147871180720062515450799844079831442313503930407926804371409839027910251929746746824554891319852222369146545775698617767944395825140554172283570256568254225035088469273402827592277187275460520127604447450212251420847333560741152521725912206654719237369054711204271505203098463483090809674474490962522084590252783029204562634173826822406098787696057442451414218640705131428660034369738661693907490516327921071859229175547129202804773729730673334302148005712605943186617982516899752248913355676591871868547e-301	1.69914869033247605427114086799226591595094252548777992223114482502096570914030353817461061468353510152024147193116482428076420680767518953862338843604430367476664935028385903774071019059739434323521211186283382904198440768317300009727259205088911966080067887029183645914746188185008391145746387396966422100423058977012082200576489303678510699190987483755186470246193732598537140046121638768783033671585491162627415706217789601036030632094611530959766015499640830469302008384948490500193415939819526606685705767401631884282065791490697223165451753318317668928441021697618761265497174030538028255590046920154067358823171e-304	4.569356669496539e-153	2.081599121570037e-153	1.3744167754723384e18	3.4133811322904866e-10	YES
23	3.03386294909857542193541454202487736870470765668925006162457520366331431874846919637266166067664105075022929986142946244987068365726313802166681046258901736503280765308584748982293004638244460736351381512805051444828606989953158238880656265341934786271483703035348398145439738276644987666650781590019373400891570029922839533218242279790355944788890120130776901995832972610696976208063844476798040122544630388417222414331236587679495626645377508944654631671029665570351684746755078080083102984133240148562197059611569640870237151308252849062820031144146943741814932862084777972699919955076709530257672995306115254364455e-10	-2.23724920262289175521208518308520381057879342296227859904815238732764770794895051452242097770888032787267284004399522456901467910638457696719086256637228283775847369761456845364146059462937233539145820315215855500573501562550579916288294441696738928041501016170115872604362362095500468829199267450858539801472384279995442396872703594171665259071463438932891570998312456995765341322053602354595543757288511069970596826143592473903222830795397693753502578735753887982678365760466141671581240058724461677485235803516762946380518253232611281524264304367146835729857336920776551821301351904435095326125728257082163251385716e-09	8.0418613386158185337961129677848485643098048290225355246928060366905354052713818003518974291660941398497318139201803678462822820958496022210374331772026127109134764074073708605091282468307835698491947329974087783370922678155447111113212014675938539876972532758429620693811379949180359948683683320553360572903298031102963570210945159072103714478710451569057922379816855933703593192649304987350954252080767087918403772226237193327932692553852783532978390918239162857995002532563085759768223981364926400366303016421356692135286644698065665219220169982161524696044172961735964874023313941842018023598331210157308561438933e-301	5.95159032993626663669853346995314858120976341291593308635281739396822343853467683561406734352152483163654862071267974982963527105796076657146179032571620590406110404236001953926898941911167743086113183762284198529961635309430596976677031884970431384663702206401164300038069246192309359995158996881817531675529243735005256633185089203114741536240062661640554434755157606033449350358829091109872075307315777524182975958085806203244998633505869785071908436743355766502707926972622801890576442127821570789275849324391945944315199880235615600328796145368923624518924300295839423776543961345508683369289779826385468806303032e-304	7.906010266161147e-152	3.6016326182254485e-152	9.27269409727544e18	1.297514223976842e-10	YES
24	-1.15369541814466859546775197221467165861948370540033006837550596663625156405202132749243206657396998608657219820179597366471334575859552050934660039998872452896221363422091716402300222291835848478293155333690395933052957218698899746480878454889862782734736033276929981740144317482561452068828835813354910463476839615716126517098532079994832290426372313160452032287432305771249780217219104042071569859853100331884445428123327985864822580997774394366025960404169705568137303176856778773787806560630043548309651865084562400408908237306394485997064528792423168804937533584044100209978422692372638856890092173057125105579894e-10	8.71553784016607545026121888813413668425222952665548710009079427199530831725084779507258797259470595126224795011469441827747253553790192032826602921520059179045240766015931651410299870187816742202492825046451864627582328507417392159394770314906770403828526153668388549148391434965311006558254106439347237230434672963093714624945045677637143843594412417936164186712498824343964601909484118206652716167838586402281208381233285073611215361974732658655599443028334976595935206424493424410405593450360284392720946737349307717637634770003637855286713146851916865530852546145905331929573106312219277567896749526757776331395087e-10	3.75444573154738023142690390572169699134070183792857038869189314825887888689908199201676338292490958383574138647143955267682984875400461252324062877475291532920796715067759873943009003184520143344757462553310689226901720272564727568622045771097710709224358035111659059306913499024758710109026947148584091430004991966799058162561005575829991546735660641651082553747721907241081028085458345923005349333940261779052041063054388081651882331389239363595138455618026625532917188198700359677891727505071073058188213985953232221625640252307536180572661492419662004484178193632685156517158492011782764158765535484526320426419676e-300	2.08544371311196145983245665630585655924764285156122737917637543596165891711455202541566323721775688714245865286494921083319228823771706327699783217947434021843074338164709440289731184641605477111081803712348848944809364324074408041647872855545322766508462338369806673316979129330460476791434289777058922930459359921692765618271663057275703019526684157161059885430563521456005584848846817385294896916523181921125869670940682320179629160822213987965773752064810076480371476283379065564068898115373173416239758031226253109579120315419551316336527110551034268824006646915450768361306105856170601202241487634530525959396081e-303	1.3684980035987794e-150	6.234278582756027e-151	6.256337195419569e19	4.933674483181405e-11	YES
