# GKW transfer operator: certified spectral data
# Operator: L_1 = S*L : H^2(D_1) -> H^2(D_1), where L f(x) = sum_{n>=1} (x+n)^{-2s} f(1/(x+n)), s=1
# Galerkin truncation K = 1024, matrix dimension n = 1025
# BigFloat precision = 2048 bits (≈617 decimal digits)
# Schur residual ||A_true - QTQ'||_2 <= 5.715071e-317
# Truncation error eps_K = 3.2283113854217297e-180
# ||A_K||_2 <= 1.0975592327426908
# Generated: 2026-02-20T05:22:51.173
#
# Columns:
#   j              eigenvalue index (sorted by |lambda_j| descending)
#   lambda_j       eigenvalue (BigFloat, 2048-bit)
#   ell_j_1        spectral coefficient ell_j(1) = <P_j(1), v_j> (BigFloat)
#   ell_radius     rigorous error bound |ell_j(1) - ell_j_hat(1)| (BigFloat)
#   eigvec_radius  rigorous eigenvector error ||v_j - v_j_hat||_2 (BigFloat)
#   eval_encl      eigenvalue enclosure radius (Float64, directed rounding)
#   proj_error     Riesz projector error theta_j (Float64, directed rounding)
#   M_inf          infinite-dim resolvent bound (Float64)
#   circle_radius  excluding circle radius (Float64)
#   sign_certified YES if |ell_j(1)| > ell_radius
#
j	lambda_j	ell_j_1	ell_radius	eigvec_radius	eval_encl	proj_error	M_inf	circle_radius	sign_certified
25	4.38834501139843608520604267866655039789399870102747706566941806170983515775079007497903581502173816427396409088478275394640071032805645784778570235494970328671412179816976900915299443410881874559697589843693036447754526743255076631717065905071342257719223762936277611158952940314449251319232386148991436043023623165603948118885687423102205168014736042777542528987893288256340362888320343112070022549370792440993867311786963539844852723082687394608527184147261758812047256003147925720868260649674590058438993018604732736199194247860014657622051314358350274278608249199238527936837650524235492064969647327120128784846792e-11	-3.39257629140883705818112908541747612042538369973195947788046501967647742379481653869129828904056837008166346078772920461458925586183054093591851830765641485528428826846754131508302235963825424570606889917271788265945687927811431250341417311372665958525446347834739295517304078797540481631881108063824812834467001499156378844729305596785230423343547617902748565053277397644352885644409821547488358883687632782459841211151592505941503346718838175389673303757513203115461401872857276498903168648765554138272582839601524082701601214535286404525904947005896795842532379178538320602170394649353483686505834462744166414916437e-10	1.75448426860071163725474036066431872959952521273514858213164043321302233219479185802331235511611912277317187849902359521224061366156670904717094188736731252521993967222416858326211380772549570960931271816146533502334248718099682911838219319376417753359275853593273217455211962986457466431938968070116880605301453943863853566932996468979138113391492023499886473760873743152708655346297156186183715702311731313210881515824154642702506417966986604701913884271107849984407698814344472252561667598182710956726354981886502122424002691942118932455982712961684715340480582043295986954200751635321257795502757330621177564808475e-299	7.30991281086091013880944293007504189333307565169645828305084106562277228214250289239795123251804488672461072227569867266040009702504012385080165876219978035293108868002373696531758596074229848163936677798773048784355937401444762235831068697383302939479191592935642728854745948428506706142215094999186146398054307069523096722140758506227294374000211878607346341645131694863610132641811116125011633602896992753795986561505067442799347624244580920500032084165167731828314443446755335833366515397631681874078914486778382978101165931853583868588138576114206964334471314462051615820683056384367991707545430668120059134682005e-303	2.3711167181122188e-149	1.0801771090691089e-149	4.222663075392494e20	1.876491884642074e-11	YES
26	-1.66960521511737675528195285901437786343672130522510803043702080325630760043197532688281989842887762413844741560252859466543633255757424381948243925032013338638140790503844919065168840588947510191032915049613047516755293823033101086370960101528356462793043036393961630205111934671152736526902058883907641268837159930609403630873499440177228247102223518518467245367995710475307197579493225652916088915372497543401855127700340719701288043996304256044541632707658839182039084941835986966957322932655531220355022904602457137443582950888772275038454752236849210405614822503548533578808866231280254190618809155842405718628685e-11	1.31961632720274035855087604590903333530262246226264153869318672057192502391721607634211053762203762752731710241721451192758335877495061986408818273805541558958606663537133452151852969635382754781972521776897600426905426017685712744138082706305250348006946525509460785145480821721809696911626501869542682421530351514421883666444781969253891100900740164753594641582149304662070173924667096299392919573714594727813032779173992853940524571686982632607830424618517868415003387108366368590781981280111938653878803120201608680465113141887766154550662804218560894797098832734944051311949909799487361665932971684545670998494915e-10	8.20596631194049324455191570739068287345115004672039536162889881822384257129285567430170529704013159926994409101715006056586966061637832923897957541391178929611714917268400116937856126361512260724024299141777109293996479048569943615054205474340803798209622931909225777344889349078736427559641126707244577533066772769326386703446243684635216347676940616872023503138649090755533615170387950725000809558476475732250222831964159337056361015333477906758545245476304989278826778888860903391960150745663289515982254931132836702788966768503722578173326436690181555135785580109804377719787116768131845905091410791462138520678688e-299	2.56307315824429540609348025098953397382625900203352873135120335692780198661972504772759403620056822865936319673610249088862340036397876216238491031014974179629080458855932619563329817717254616016471145465225327164510925592731094912659834991698436513873942458255027628227315148531411526403878684173803669032543734094521200323828871585205011840178320331009921552603167887827594265057129064360411667864000915061746166769767760074353425876389022367433849410649424602234394197224799934858466528472306540883870156296361618622055355586295490298792428290204459175701591605849996153415928465305071576403271078038025093695797877e-302	4.118149557457715e-148	1.8760488885719952e-148	2.8531177893136617e21	7.1388676518085946e-12	YES
27	6.35361242098269496304808082653766007307825296165876304634007694199837262724374901495877725549064010039922280888160463378303820798918645638208519439790305705922898562836258868684561371826974577584767715200825712963498794489822486636051787820771387505964318877539495955276318206960295015766959621382540240235563581779928747081886019978110184566358831643462862305213381838725765906917438862727342746517148635016695917958364474307630619748491642872095165337550232703035837449523969643380422991756841712949622986759843686227537959229835307134967750022248593189815972484367769739140725686796066950412556453913136394853245187e-12	-5.12946787975072250170189753570173056024041379727916754137679790571440748887610199350483207214927930690929677380169477382110554657860762089218090541618904554034808138002253269298436180004918328005819037473420181629377713952892815450491949571575712545179903126664440508007103440946109135761910631619568739258589690323338601266752580955165825742953028411962264895870112029082480325980107366324664899737368537357839688734382541590374362078639614584639856340774954410131561388362250583547336051170149728258332512653638232094756527662008710285068550418566801688234968541921610860419516394246212121363903384558894880984262404e-11	3.84108663505812400662719697671102693407036713504960619821410407298586538605969371741040799820925646184686353660902686282076324937468787114838591407556703932885016736828572725889304927131252374661279208897705697991165211628847146359910685677303790473677766163893145073900515174982623854336130514565612485113618743210300378307430211991714025135301956528380824142411437032961705923875854453936569465816509314740863658618340738378029505471280426987763574777850415912440014371729724500728358851377459911327377896822770797802133031815720247219434465295848907798213016927078502680707741234286219689271049085537105342617881809e-298	8.9894598925542973151144632781110324915822481258907446083977096371854106232707703725364554082803946659677098281212752248178154224984785609772383942543735719025142807939360523621990825905120487104841653390677917940113870892462520096457437136324195433367675112060931817601900202712042310804771493189795195854433499394149960067860888875104743990121233880339821635829610597932729251174430582552780316857314794660799418282857434542327182065500455286819734216684288148546873255632054300307808647946830682640118117190031602032170663353389497030623562059222940502666023239752220835218318738286029825438289103401887878874522832e-302	7.196497198724095e-147	3.2784094853545014e-147	1.933479780272657e22	2.7164925004743102e-12	YES
28	-2.41831684759530204590226838906611048727349887210551322193604526141292826933711968894945002458862040553329758419152766599196860370714005048996148970489576233909974576667921165765887843804201468066955722971640050581364784901330639936034486863302033692499166489557718768978744767126300634913785915406386153636209566737043084037988261066500804680400793568820549667611860468629651070312411491764609300431272287509404193945502231263081862296986269672702153046093160015745786705282530640141608327100390318537393572566781144012146660984097963242117586644831394865574867555228515719759062850810675908736881580925581218189961972e-12	1.99262166328106443125883656039608352528930364721209460017685969333720963854814593274974157290171728582945952705479564315158154300949190432576328122438576914519824853498305408391813856391216647445505846589148917531582030136841662551104828416785089432527895759577352302967616455071605300706066466925715817432794929454403913515842188055385151520101482004515091001358326619558749572430154219653627919136107615137837784278279533495221638304730247712771250962256523712351067291639901972431816883847583072908025080846080252700419902749868715437609962633123407340186287274618137652108966547497801285797582440849305639639462279e-11	1.79926239009320403410920186392161810815626371987330315744236942844456503119438171538523915397074383092448818383494493858006473491337422806032014114071376235615055169779454679969798188165408007008668983889422014737224016947325537482385066547006353434131357195707718601311164360747048922789181336728594823248130484782161795149729486968660642152623203659597083412059295829282677515917732139666536381765134141100903385988827968559129762074675962876373920991180993733763394047880513638952179329881432034425096395997433071830812542634440534564626738235657123224514677333341993696710934344879954155437371132331885014106761592e-297	3.15369918383886828164566304549463364377064777815877370675974211585085254446191247371450360373015593795305688637480926662850163309995829646880062766911836841393806061262322498589472497670567822626970114653797034261103646507913298945294588936572895002743749416481993114109672080565169871891222471431271609821100303588138353068502955052408538283542319461735279837902791471982183926635605637690800334015175366769574036415022537164443951073103267390212993174131793605690284978135489271487320062469113100424931394824143841884808846941675164813681026752134160481839294965372096260327997491367222677283946890323019258727257237e-301	1.2780692818495169e-145	5.822324862849312e-146	1.3207563875525135e23	1.0338929560470708e-12	YES
29	9.20627420057633985611927145650172454130177980238478959127433607455363351732147083790095306931616697113898954929226299918771879953100847283218730020668817199493422399866401168498285092341074944623089058507177092005086395264684481663154063042232588888186864456966167086598671833285080051548497618232070672453819724702611408183067812728244267670161595791108310443729027245673184251959502022762133477296165990179018166650459980469696138756697861673184831686161902861532754090803577205964080440107256537010019075734125797546449936681499447929272049776817878135394226890166597988245912094011555414208437847944115314083151098e-13	-7.73614043768573010232114026962741494474553558593516285116743763478492923812911279332462585854843733873912148926052421860388368103731011771670541875906207252043796124484646336324044766247813302859548046893423637428227692160879729802142410559735578429280618096786161801458571125901264477031053887292395042646807217816648343318421689727926412074110877143620865483054482036463606233904187379806563733069455575123395212783232287130140215755528662632083801531684982833686524803675853590415782159200295768372133794009693937528398378731422463848418298421179415423268657180814589005574019798174398315575168767991978899589448134e-12	8.43386148030442563714213923988660620746928467174032436472002786774658959674430793066288937585592950958271039298918802606043482959419644583272355830659486171936460354743074995189299736382933120518861669915630304228344496872133993969804546966383866421606993079253863771719168344444086737378991722958306366549277515560737803490273174267503509984583994985777752585768241234335987963504951245527956450382836968466488023228847286277540929867123192409962536280377668031677903516252816528025184728973944471232597184208272251970242733828732219371275412383785137037749806831316013695273148276659467006060990340931640336767891768e-297	1.10665581632656635774720303548757896493419039474400775169262945678819020315988666740530746729525552279594056700647825776529149158879878077595867094398591328266527210018338295398218184896248197028910451761088925066868006382274617873000724077256793741791009637856713807061651304282566154439696813952804467110265985767163779051746522665341320898883449326494262214135216859332137493143465434362733104530181222687679057378100959525722759146466620599995300382261047271817975154199852707028127156140769308166131829263535859955707659764536074108787796837735688319114057196235324793093889756545268583116235426601813489719397398e-300	2.3708903935378438e-144	1.0800740054881709e-144	9.21992915790337e23	3.935708528389219e-13	YES
30	-3.5053093545936863635537578208028732214690721801741237245286091054309599116170378793258671236869670234771849410874429315237722469412747927494428390341618269699360805485036555321980195658206139668261433287527536444513906742248815469130790758894780275537403592635175657524740145975220233173306347564854436928591831393296985554473460361002940155942960742835203160551650941200322440309256238950225342251184001858229532080471783792544939834285086023766450586017912269386661184868166073942141901918082967097110310318593317988877019691171225830399084077725303644369803207992739834787335031115773912308180213723370633932932629e-13	3.00184266520591662325572515211086648401597417583654666543597576784108101308688613299171180155820970587759626679981426594347610875919643104937260748237445496109759154688466253163613817791014540704310060210357829838150027497534885292831593566376796311123895656312766717910255446968114479070599153052135097186569751790170470739245920722754273072745941314531332698784465136449104095309715921395415389669509221793019559039204120391345155577385298917868780984426579319878038737778392745975070846872226316987792740376700385233718180483336906646254156756739926846071373649335318447270247923413925144074058729749000415237130367e-12	3.95574732120976069201438380342993093515054880928943843939246782877020472692930735917774396561349221181238728576402194966275763766327356255465130025458777042107635778740662713370944781390066000237171567743125346993990360303168925616321073296474468966233723648058388995527627469972055526711565763086481023753838684737099302390651370516856522400306246079491207597976753039471090243187616576881764373389808433203957245192575253663215492803303791343074401983897109599537196681216836021510181496672021898205587228905420550664092382034904799501541148053290427109299124207870952881846496169385344942340710026292651127747511364e-296	3.88421397126707319949181902357372817795618160350542918909083916944570678152454309342921797045551301951343032910431187726668212888148840395458221087945999785703730935323463562491316624829853914279161526868163747303341162475101804720457692953585590507947901684973978638950952324153651469077268859312942034142980598219191016503807882335865980697446846484493486585771048744556680290229615251883133145114368109760542349685367799121044924519442075727112190322105072877171224772317804630688909811876016488146156434532216132920799477283813952579514571203477482929202786318643096032434143996480367572345745802230624153013961083e-300	4.982257704801584e-143	2.2696987807899073e-143	6.8497461208887e24	1.4984555217147189e-13	YES
31	1.33485714414356906348683864381185993764816853900456849368668398179254336349850681031124325138950216672349447615603868156219518969069821247628931736064247642635465069629314194215080014084417024758754391096201991575829641408677138031775031298975166291301143156107341168768453722066733299516659427056820756582658553381983247556832667465062396874892682223378795921314015948215740939808451590274285686900523929628876961590445713173146842608370848173852137532142047192953457715343497412942285752346939433910099650834937034959449712140579741940532342408905427632176961333185687565473708628563715220334529308316133311251552194e-13	-1.16420917757507468288056166381147519435996125368936247994220654657671485536045114701479108832097254394559441312450845663352317971945136484252813020900119579521467221805985759210919194852290987924573787234744150425661646122496104577664891636178140843884357934929740527663527374558412381072464576322325404611992176559805040940718967292947764417512491331105288536671768866052806240352919672941474005024439220651873875669820827957073623208584692265016083438288257936658384331874721490541596826990804955076307582668991425781459756192731123215952294595355885880011968363877168581759572863917760536229890369081482530210122374e-12	1.85644383645547062828081346312150632386239765775817541772586101549587468065908050840285373964049039500874272756785511890935870541239227869748238436928924368124362857769860901348576988130531920228012080997558108677559235683482460002499031532813386155546428773256995608633333948284767797544172199442302430149283483533730712815861618962344400077493996297335265314173881674424408419821439204421437970611490735875849600722164822717037439031510507667331216304862394904587038930868866332269425576436682145951199248663556123974153527232744669402822567168771943193041787086264174174923567303778297224945911103484304005745874772e-295	1.36359532076557960599519131636470392405632041825647795899913647863577858324765285275779536591694106440323457729943808566949442247404586019809915395215810619366300199871492655382250474213394085574847180490924928094649495328127147598893502800836377513182608733471629771110276989676029007826252783542371562397873177599873223819703303480685161367268539504655944007425587294445880060265535623513639526766617882569603237091113717467125666508918478446337071779581880890545825717457999420003907069907377938171924897109079754338844012213623259476156971470886984048663803526035901555715959855818278425239465702161622210439422708e-299	1.6043728773434055e-141	7.308821380574775e-142	6.298973150002874e25	5.706008526888083e-14	YES
32	-5.08398310974063715121489784877710785214205896407068171576571754113655981912444302093175265616669673932431409651545272722182766592885848076107873025250239071929539078184084373400599687686125020619496929458873851231574038084946317297517086889727215083866415481797125900808634640215493409499400640815710480157054260637081725920055825336300027535382956405861959455608174580444341656655068438402256409738638179336691982661072467032696137816077157687100740809958112978948165880608570163546979191813809825413242758270794281546616589009606367532156334678084445494429811246317907748581190063901025961969922858101325710610075251e-14	4.5130233156976411652945007359580779794075696554519098531977648552221194085661005898063704523781925100713519803780657409502372598986571195033509747642551429213641753641265720563458785838339716782297686936405052738002762122662202668171769966094216412683121550671160897117249372577078709055628876488876494696513669759099106895534935866973022531402111302934126739413622486882081213912890254182720987651106105451129727125222037946996147311240638781470374888911392067103458169616684111899924334194637138000938265365840409478047414813506102489905624526083383921235307512735645983134909549282197961866969523202853562250848065e-13	8.71704877664748777139979756359493152244433895339261308320645102509650390490306076974920178693887819414234593267850835544000689958947016741626285736019949253264667672238302580143016987339827833748814981119551234634045755592444040206450048984661361726682316769972940702169400319164428349476746295122825801710273053175499586595908556817633096128463867807257132654396124460286704362649704533912898610874195061109490843346733627877371454179339934089498243867522430556431525059927387450827982350867091937936552623682354527687654271265053940829621272045653431510866399186396392808872308334160474548829697864022577212535990817e-295	4.78799715072965830221903904538810218699648275984502140599632573535270604588391459083939712933199562077607744660322859593702026613691569457512517706441557205137516627973173674590896224498458242313091832404501854496580271929640394401653122150018557571381615599222289577015352030359267811461196274667623264340357590437089166752577844640580394796677426119069626836260153683961719095787783815019216390614969287998417433318305659973159993523675543121629047526096428210793930201264566815750171803403983298166554080908393066163784468800975039981573614226489557558499401936491151331511358818720467950527857472361579068642767242e-299	1.2720746353676987e-137	5.795015874400286e-138	9.088620056026181e27	2.1731180316425666e-14	YES
33	1.93655438830852674014027041215637952721988660348119832943314252006071540339587718062298434642311501252128095897457361231953115247904973686022747517520609942701649737974785769839355000447240372185276784453210188555491208908504569468572394392351913132280114624324526181452500497143667362684683690489397587913115417030909826040194822009950264401503759147939437898339277153582493955673858538423209061222348923370840435800301705222383662139308830397412982059517889789932529273252416208116742977117989544888613685831799636829420797301151939123046706520056582657292568266648168066251493755756972595634381663948631464749451183e-14	-1.74867968492116744622122265149431637251912661850911926744876079821356122046441371370148446103188945127282759539366607682563207100012463852064815032755507210563621366978069514804029575048619965334333560206162747373417423952173767593065691025141706281492506899359054606426031292351593744555732895004369087083044340790106537697543035309838200322553395346574536992090728989042678211912008573060557206811346193755052930266483577122599110307640534558347812878868614606375200897354916032142588225132498609455023178388648297041206379692778733234771534046385253339560595151352593153908300792337299192893309559689861778983688047e-13	4.09521318030313937087403465440093413648186555267821344077180901193570317431417546803946498643136669563678270400476669630292536202373652649488748512719678545561324152561627556956109498429812225053449931338305564651719900728071007807491201070598348351961590259323944950724406674890498440503441318597870964389213526667482719840839426844836526132416401926284198040766026224600944477785403763263626391558382835073266176181063586893005222033001018771587534552827009785960865889695208792707231646088348183315901974664277305671497333918853194294614604579930110303049791177062508146358397531729625334485404258115819158937856794e-294	1.68152429759234003432173632958740790033056218446554810202499550509129993609651253431947388469502404750714448467585096321935939916358697446325721069418566803954445158239172580795650044887576791109497808608578492746926978485224510406960225648680037443284633830834950396702743971462964637006523352587742661293746428032065607145127460678492707230483909262431236629958619776651893152629063883689398553398275070842389402951308047861152177307786985501807340715082413517676953847955141307125792688986112355491747092284129845794687906112405109316162976247901158420433745538133800629224316223817207968411858645906004463420225316e-298	1.2512692072054733e-140	5.70023544004398e-141	4.618625777972222e26	8.277359654392525e-15	YES
34	-7.37747046440651957074551594324168679547724684391168289923353383899060889093699060162399941730208397393559490300555852372168201278520992280545654263697759546968691057807572271311029687066531820568629747679921523099949651839338101598316071572311331967797470245021731832562436047719294532415490429712579315899077987738741491700320045250344890371579559498275670385555409133170441236253353505046099916570302814999779268594679085711471917871726118958170109009538310452106166773964860049038646212663686993520132083418078818660414208024236665286011304438901322948150287005661570295525269798079269756388273682935853602060185721e-15	6.77283674309036618778694167254418332581297554856166616972279657510531293176061573048660658596195658019545749418073105273120746050337050244164420854171646239852008960382645286070946750790173882260745584235632979586828334565610681832919223700009418931098098184731372650153475993968161584267543291116021588548872229022629097543894839988515637869487797545236878407157994264866734526842351880552507579877197108233170021796972477597132006039203232133590372154014937706898447047393058952203450412802758975399021225084380577971391178690119815945561123624234246185583758544168146832356232634560037237122530347023486294354063512e-14	1.92481699315339894673917710124923874483651855731811418419904803020307169543447544998915522330584460133448047094954880663551677621871600473209529969858696837278363282563256233577074366728313262245749793272225870930143682872280044291820251646887758849472140148202431857104683473274183791628193533956116409076951813410090015404274655913089219228968923191484341463897079852783158476133106913331008954448870597041554590432180509312355726137428163903813071280831894731155187148649469969919463807480342045362664739320395574085093665462470959003707300939759852443896594227707641693214130844297410266511043122090862089317420478e-293	5.9064790873546519569970313880028361840526679652783208225472925245324825548505719205146501061000364195737008137121679413730487801000734671790603745119104293048727864178455302324173313095604849100087587040417577824441857701784907511713453503915578897116625942656653321419926461975055160288193767056933198142261521255473742342959750729493703487407233925627798700404107530153433981204018244700011104036287321840857254632374584721379618594770414338878764168243548921617589220817964371644924669356659411906553475467632926209596218933006754729073542859036547726507001569394082762950065994728421145263078669881185992046327486e-298	2.1662578441553167e-139	9.868523627385713e-140	3.113590756440174e27	3.1532159082799597e-15	YES
35	2.81082457232607406706683008986516287868706718018837226436434320324363545276810927976509455161908529787290205303962195490003588291970404735933553286213669791359184667205729618626000091024910219020706714896832278576945794751870773742115907003004410371745391246978215086324282328929993373870123842684019037343905608736897135317620061927770249061132679257997659522616781085479531696515664262827114986649011990901566568798761773848660389148518921504772373154175781014370495747957310780947688060112468668906458792306334750840832988672210472822050393662598456568658015831967756325148829761276057911346422937984076741001720105e-15	-2.62215963077330296096891584376768451978240291608676491438121324118661351330597414665208112667002608717053150136105161518328816494938929488756566369669836421951379244966978657815819991047890234037640733780642401317317782104543338409961011768096412873933808839321777189896218222036980577462945232384832853705998185315395319853131016084597218034007735437386700844914143175242802050853726127972448295210573551655282812555590462269104675534145527016017692740219987831242091267819641258960506164805117138904038793723932367329969403118392565568051206906008970408254483448646353091564053782548501317637338436839615256991637882e-14	9.05099008715499843383266750594281735492573413406890538407975017654193356447504614850555391385726848219044549604602125353200783414992783170134861818907881496934685101939839409673948174195463035792221734908235441028200111671812871041103176335758389758187900673799470528826814959495178086912428767812363823010701250214986425074393868549087686946590454041551605728263706963550901507462290175765269681349566541475343403073637405541273245212393746528801243183734157538502406288878430181353716312956837573013073734296572960495020208307734742877214792693077351508520937709573391775891872558752998986188122260992851959177020373e-293	2.07503904125611556422467548148838904272491262776731900798038251281713020533699980030720713327687049741852163153437123328942358095386498191164694378541079392872222113854544749534411853566126809550011485513704353113431283217022935466812684298255066708923913051845907263570318876009277128353784621331790013579916574716064571716737435379836703700815822549735373494096403642405978107245536315576330641444529773256328878510954342111919279487279886731657122822265335392493638501399220483954741772711750211717573270640355608062552381351335653310311996643656127888103480557142247629612281149606306137073414050990395414473464426e-297	3.750452886530657e-138	1.708542361380647e-138	2.098904078799003e28	1.2013378221076195e-15	YES
36	-1.07103865011607100414976336177078216128079455655501519698787821886019169615037692209695864092516442335912738940270324553627426192908656176894738458694287640985442527099511856309473463253864598538773483046634508807209622812295856241873082376571370887477312527053679208311093650009500724783946218524232073271466463190823066746854901451681853984798224621848796985149253637983115332595499641027173542814495544219899398040849386690612022816260248061215801601368533787257049223012564630565324011631099786642635993821221448258030420944307913295904883409014037623935262323505446735204475757482856055791899077005804828867327752e-15	1.01481167697676019666502498512314468637686030454372174227717038511781952733234917001217008432865881118086806884406406838959716162184066969360003712388193748338559616160855504941934772476796869701621410613150477432029754405010336984755491315799445084373102661330618789877716159435945809816235501331121895104918193828071536329598600677243690906301853331864536423652830666797649506538712460680077807256541501122668878067680163095600105741805293146782551829087275510741220839601112475737270205308141063182092438964983759745599016951728570797348990944755020549476869125984494775163794859052200724625115902520077563186502624e-14	4.25780142634326117701675368386734109368027478801726882331129106243689868081497876049588050006077102221369111601010900150756339716144841829995494997229672775857784518098771799229941716581170457049798342940135952753901933557865437901330808332761719668263503276282303749701141305157453427383200207878871031225499444803673640482486436852649639831268529240870750592897518340529410486953718875807245750933149581197297010563683067887951849460159929692592367469210981372612864871118480926802290019123201815034532582617579828328439753362216117312890485523171213972463744008253823949600641264195495462547318419354803639142798852e-292	7.29108480118507421190186537686432788199859227691136515608457739542422701454281954003554466399324999858658208252660191615835200841067654124444710940680112411142132538213275852476772709020847803545916950313295448542810321772183663505100440668366611966470618317233337925632716523663162767684307309221392412949690515440308558626582973144044152593198257913708991105894300395315462612994872696561459177354431878447029975298745743764308484584463677528704752873929588344117717958451066777836354583214966743852176605683025374717665022663758847668563257451350123325858314881072940119484713160693209027683063159539778902358897919e-297	6.493321192094076e-137	2.958073240324312e-137	1.4148337048492548e29	4.577440527782245e-16	YES
37	4.0814892636364902966610042205055381965879282565666226150985739984910826525564096377809587887809298557307972987107060263956089617286628047080526324593661033060437179337399877548359047000915554267598086767706590656353489826443299300385582753343402250831087197565080579667366570628669589914612873788173579420597633227479526618078137856527346969143618420561062452616607980704779412481466142874069246713763278853063941755788986635296511014076302269544858264217622963212310298670296242661364898696463777992740631392681707201145815568171166671611853053218636531284096483243296870160035983677338824648331716263768443028619561e-16	-3.92607356768237704191191070840925260857330015588730683448718108480990704360642315816311231722514135915753089024069970370122546046978575185621905967176690480469301483786932157813412645650593150279888558921932290315678129658571955031058417902593973251981988059380371500724476465350222080880504611404230324124616475180531642584411661694042197770112574310183861745097013697873350089238006744742778266759214685217053580712231228881878620262606308681533772033423114667421888283440468059718113437200647282238745015382683049941668108553875465498405606461842183675066498699440833899527519030772920063696260003225367312758700646e-15	2.00376746762025283378847837497671712388316315093077615672349945033569527567010801128135287568670235565301478362432219484328021157434947284132085837124210238472837414889680057189350327248929291312420533376749391624509973202512648623375921690597430060652276102200225036595717280878291315939281288925908349163256574411542229849099273603280864872258738415158304682574705432881163801041615390715928105696025436757769248067274454835057872920192613378395665999977162140347651889159846424612666715222065453232094302198152300051674987878991813940479442668140365734636488975844473699832689333650688003058615923911200721282666e-291	2.56225782081602810823672518026037781953177719491817852787732298742379542623594481825909224237527301405870034106355285674051725840878673497381587182325738482927891233115610777987587377533846667137341707487332223226563379315799326427771557845037518423309505392003813182495161768238263604891363488151684482534679781130122332456728573276403225596415251442625887601490823983549438561276709724207188276982261179427714803044918032593637958685055272880411242176357441048004855645711323851305396935974479948111654550747867850126743904379258167916920197075011156440104288636327130082881605794308421574177443917227310842610818448e-296	1.1242294908605053e-135	5.121498035468974e-136	9.536722814585789e29	1.74430840178146e-16	YES
38	-1.55550545323793104110551834494234423509377533754062206870711841694635960929666115979498895033586450960314177530068490619033320552628592837860852238715698710887438041465870767104212893862270734158367435448348201399329661983092926278547921578315242728740698034067763714207399263905053614676788518385590616330121326138847164868605744106536244681839159990320170938474171432737447058839362837022705427650763373879026238959095327440924100468876458447579533639719804934612765983086198210651369979695934795352486077731917872043926892066376904679955907683923748013754201609299792153748669166971020837204348419488226556360413494e-16	1.51839998678423808691068197145736392058881070884009393107505629225057850694693421291352081580228949519922130813972032149498416505901980832384984221040350127677716684181921062180500033122505755384555861603471161711479348043570411130877415321899340031039813104033036432086196639152495710450876830466697522597747006140036969920865710665471153665748085531198473784371864441676087479899715830571437273536655465547598216204690496309843852783562895020464860749707870934582790470192419632574425208037969242597370864662963495885274957233999016007845612776254380936100848515379952965576066417928112427984991465374275478801990478e-15	9.43349531278584272024110817311492782757047500312767240851062771381247211969592114247430617164139429997888716190537426766827172098666833056132697021798992932265833750998228364715526660687920345503005461059310743203615514704624575852149805480907142239944742544539305632825497363866897681355308897350351752101583925111780261725326912263475290037085485307282992360475516475392152882309069730444846793309870045888716284284877620341064008754698791422819070895938557682877801358142653431518173068489754600601644558353570018782702605518875410388847303144422799760644682363189512130699503566768475837840174407212417212071716821e-291	9.00565108771700435339932277408142066996631727246274466919687120399545095768817085419550854569962583495306692090014470941895498555810150961863074082940426108403238448982026891283567804556343197811874816669387452512497634705748515455452478911969375215816977118381174570472812871419325623345072673601417193339141109902131135087174075520530653850115958335800692060742638145556215828616380263303119953873403660682038638846891120029866617641896926822425310797159318538308348259549711269436551494718600552450280345176343550425522199880120335313179851657920170274159881484613590477337546772092320954097460768357143743716173165e-296	1.9464497257647446e-134	8.867173942406557e-135	6.427956087229766e30	6.647586660741149e-17	YES
